id,pred
534,62362.57944
535,49631.15585
536,106506.0883
537,37215.00631
538,125211.7659
539,65919.61188
540,105171.7126
541,80981.30046
542,98561.85337
543,63960.08495
544,76253.67699
545,33091.78113
546,41354.84417
547,147647.5395
548,12106.14182
549,82188.8487
550,113686.54
551,104240.8396
552,104809.2637
553,77061.77314
554,84180.91691
555,76986.34797
556,77851.00418
557,37259.45722
558,60422.49766
559,66630.59109
560,103344.816
561,157175.0759
562,126478.1552
563,145875.3795
564,124984.3865
565,39810.14479
566,82501.53801
567,110723.9888
568,113338.5999
569,10048.37439
570,124911.4282
571,48309.63303
572,68992.18207
573,62837.16687
574,28527.20229
575,111812.4875
576,72328.47594
577,25175.66825
578,77915.96443
579,96354.80519
580,162788.8413
581,119048.7331
582,3773.804225
583,35072.36526
584,114626.0648
585,66985.09224
586,92742.33377
587,122034.8369
588,119162.1738
589,147826.037
590,56034.45773
591,75932.16779
592,117475.8421
593,117514.7649
594,40783.14711
595,155983.8701
596,101154.2087
597,132591.2766
598,58002.47389
599,122209.9429
600,112985.8335
601,73547.98766
602,20215.48103
603,131677.1313
604,97736.19806
605,80667.29533
606,70038.17307
607,70518.22889
608,129884.6139
609,39822.93658
610,45138.94555
611,120531.9994
612,66448.19905
613,48168.94031
614,111339.8207
615,100142.651
616,131474.9157
617,70885.63811
618,79907.18711
619,69434.83426
620,10037.35552
621,53299.42133
622,81406.22993
623,109632.2764
624,23973.30832
625,158305.6081
626,90810.62183
627,133358.5831
628,94286.91532
629,98490.26421
630,84265.98394
631,26629.04034
632,27183.55018
633,60322.7168
634,138195.0211
635,50322.53489
636,87315.75899
637,31446.37682
638,122684.3756
639,98885.7419
640,114361.6704
641,119420.0749
642,65764.82189
643,115400.2272
644,107245.0324
645,47419.20353
646,67824.17294
647,67410.18337
648,117547.3456
649,125688.4812
650,144944.7959
651,127683.4731
652,79283.14467
653,103539.8397
654,113471.2818
655,35480.61998
656,136820.2315
657,82276.36749
658,20205.74015
659,140835.0127
660,97824.37939
661,85799.23137
662,98114.48604
663,90349.17337
664,82224.5932
665,117962.6062
666,163452.9615
667,151721.7976
668,49793.87359
669,135166.3001
670,77446.0382
671,62228.46814
672,101083.882
673,108878.4462
674,60213.68497
675,121497.4898
676,155647.9756
677,1792.91397
678,33794.19507
679,30361.28629
680,23842.08097
681,50883.72861
682,127130.7145
683,73970.97919
684,33827.87658
685,88703.07647
686,184454.4142
687,78959.92236
688,116316.3677
689,57372.16079
690,133188.2838
691,85408.23529
692,70633.0965
693,106035.7186
694,66126.84067
695,85569.92316
696,5596.833622
697,110969.0076
698,93728.88943
699,129128.0093
700,78521.12595
701,98611.08484
702,143837.7373
703,153082.8904
704,87441.83371
705,101990.2232
706,111435.3918
707,128935.2192
708,13694.52805
709,104101.5122
710,99616.97548
711,63274.59048
712,133549.6265
713,58097.52784
714,64164.69551
715,123590.495
716,122872.0644
717,144353.1613
718,68189.1927
719,152109.3198
720,116772.7397
721,172059.7715
722,100680.3321
723,118163.6486
724,53625.16814
725,64694.23693
726,141892.4631
727,28356.94203
728,92304.81337
729,33429.79265
730,95149.42857
731,131590.6974
732,71853.40719
733,67025.00757
734,92484.27102
735,67939.15981
736,90892.22872
737,52120.72694
738,51263.68376
739,71100.96883
740,36307.5393
741,153595.199
742,79860.58363
743,77823.65088
744,62588.43835
745,121257.9781
746,56757.61689
747,147798.6525
748,42396.5452
749,103415.0215
750,62381.03496
751,120399.4127
752,16065.50394
753,103839.3228
754,104046.7129
755,72174.35831
756,72901.38215
757,124799.1045
758,59377.09082
759,40302.54249
760,94504.24214
761,-19571.71717
762,22692.98701
763,105596.3057
764,113138.7608
765,66517.828
766,113272.8014
767,146151.131
768,88147.60433
769,104500.5504
770,63286.43911
771,55490.11621
772,37686.60374
773,42669.35078
774,76509.04673
775,105228.6915
776,78422.80854
777,88471.67059
778,56231.41073
779,84782.07471
780,67598.98356
781,35652.94054
782,81687.19074
783,65274.55461
784,182611.8513
785,83825.75293
786,131907.9553
787,48709.40936
788,76397.25988
789,139815.747
790,114852.9043
791,92267.14962
792,63668.9607
793,26456.25583
794,127351.4745
795,22571.98364
796,66793.84348
797,106885.8877
798,114182.1911
799,97332.63856
800,18283.06198
801,76980.04017
802,127640.6537
803,161623.2104
804,139750.4091
805,64154.14268
806,62642.43519
807,96080.49232
808,44585.5729
809,74634.69299
810,151279.8219
811,68397.28624
812,72113.14775
813,127659.8723
814,76197.16495
815,57893.85202
816,116841.9674
817,102695.5699
818,127836.0145
819,82334.79602
820,90634.10039
821,162834.9648
822,24980.47524
823,88001.0519
824,-2261.505813
825,146753.1109
826,101635.676
827,89966.15316
828,41852.66232
829,67100.64341
830,120193.5757
831,97598.45781
832,92313.25417
833,110410.6203
834,76411.768
835,55399.27247
836,43609.99982
837,89168.6675
838,89823.71736
839,86393.15573
840,79603.12216
841,86456.53675
842,161717.191
843,75159.34304
844,111056.2442
845,45202.17079
846,84528.44911
847,90911.78165
848,117704.0676
849,112494.4182
850,90972.21023
851,65445.81498
852,155864.3222
853,95824.42172
854,53688.71306
855,27903.41712
856,-18035.69051
857,74700.34568
858,29386.71641
859,67623.71852
860,85843.31087
861,79409.03777
862,70189.85673
863,40400.88537
864,68131.37232
865,67487.167
866,134825.3617
867,117585.8954
868,97938.86335
869,81485.51953
870,137919.7647
871,81257.65565
872,110405.6833
873,116748.5951
874,151180.8779
875,41808.30914
876,100429.0045
877,52797.68688
878,90275.43029
879,90895.41533
880,61477.30454
881,-19531.38565
882,46799.92509
883,67435.01614
884,166140.6836
885,97294.2225
886,82666.78148
887,63077.35362
888,70262.2406
889,55815.66451
890,113300.6862
891,59401.7196
892,82785.73435
893,108562.3075
894,124421.0163
895,110810.7943
896,88901.05113
897,155890.91
898,110097.9777
899,76146.13589
900,156289.2329
901,43029.31158
902,123446.3433
903,28631.55479
904,107011.8315
905,59609.19087
906,58698.17011
907,85238.6524
908,16975.47902
909,78472.70996
910,66482.71196
911,120088.4735
912,59032.78111
913,121282.5419
914,69935.61837
915,73905.61096
916,121871.46
917,65423.68017
918,96360.75495
919,66287.66163
920,132693.7665
921,28584.05693
922,75684.63956
923,120274.7479
924,47103.37726
925,9658.826298
926,152221.3416
927,51651.37234
928,46986.84814
929,94507.45812
930,122335.7238
931,74884.68519
932,136038.6568
933,115282.9637
934,69449.43506
935,84600.28063
936,86959.06372
937,54401.50038
938,89503.69506
939,123133.2706
940,83695.90612
941,45340.43682
942,55982.03707
943,38744.79239
944,125699.365
945,156603.9638
946,59068.70254
947,52380.54026
948,107646.5675
949,75424.44302
950,72615.09688
951,29494.86182
952,59656.0252
953,119360.4138
954,-6956.549859
955,19566.4031
956,107929.9393
957,121568.1823
958,111738.1604
959,35659.22222
960,119089.8415
961,65980.89087
962,90678.01955
963,108807.516
964,110844.6195
965,45901.46338
966,70742.03427
967,87776.34233
968,75651.84649
969,136818.0035
970,46374.9731
971,117628.724
972,95245.27103
973,118665.8986
974,94599.38185
975,89035.96505
976,138552.2666
977,98648.69696
978,66748.55992
979,94906.32225
980,88049.99781
981,104313.6548
982,75437.20014
983,123761.0007
984,120492.2554
985,65245.52396
986,76929.80887
987,162515.3251
988,147456.6634
989,62059.38177
990,94407.31763
991,36440.68171
992,91297.02784
993,148399.9468
994,104881.508
995,86515.54687
996,72642.48653
997,94419.45345
998,77900.98093
999,105385.3404
1000,132721.6799
1001,119264.741
1002,54482.06
1003,115629.3589
1004,34783.46402
1005,61930.76385
1006,39467.03403
1007,138349.4705
1008,134586.8427
1009,71181.33589
1010,134134.5705
1011,85870.47137
1012,15086.61836
1013,146130.3238
1014,83632.62747
1015,32488.80745
1016,126195.0467
1017,36759.382
1018,151833.4266
1019,81873.8128
1020,7253.678081
1021,90740.24818
1022,64891.14945
1023,47095.79104
1024,135914.4403
1025,24277.15339
1026,55943.42179
1027,139544.1697
1028,76401.48006
1029,4697.081522
1030,137847.8001
1031,83721.99588
1032,152481.4723
1033,108213.7718
1034,91016.75516
1035,49630.40803
1036,107622.3105
1037,67962.18945
1038,107841.7753
1039,69022.33754
1040,68241.53054
1041,95705.78794
1042,93855.33606
1043,108222.4737
1044,150517.2335
1045,131763.2418
1046,62321.81647
1047,88790.62349
1048,70526.62278
1049,48646.58834
1050,138702.9154
1051,130121.2294
1052,94571.63543
1053,43111.67452
1054,66594.72897
1055,65354.43318
1056,115898.1718
1057,96375.30858
1058,37490.56728
1059,107576.6839
1060,20977.1606
1061,39077.7237
1062,85621.08888
1063,113684.1225
1064,129747.0701
1065,82176.30955
1066,175745.8901
1067,138871.5045
1068,86874.00373
1069,96188.50425
1070,89329.19749
1071,65691.84908
1072,117375.7318
1073,81753.84499
1074,47866.49245
1075,66730.91212
1076,87626.86496
1077,26784.85154
1078,120231.4085
1079,61932.7081
1080,105165.4119
1081,138176.0623
1082,10657.28637
1083,147493.7578
1084,2590.711324
1085,54429.8226
1086,95685.3516
1087,137219.7401
1088,33624.51885
1089,34118.67533
1090,114255.0457
1091,82728.95645
1092,129535.7576
1093,127601.8214
1094,125037.522
1095,57881.68205
1096,144287.6009
1097,69026.16554
1098,66202.79481
1099,99425.92945
1100,127039.7279
1101,192240.6361
1102,74768.55949
1103,189577.2532
1104,24813.70655
1105,123818.9283
1106,65927.49827
1107,89992.95938
1108,157974.1409
1109,93465.79695
1110,56588.08664
1111,98677.42513
1112,109869.6713
1113,101755.1681
1114,54795.54326
1115,88040.73182
1116,91099.31162
1117,34816.69014
1118,46453.38067
1119,114848.0641
1120,97884.20447
1121,68564.14831
1122,40845.89748
1123,152409.5044
1124,133101.5574
1125,105461.2097
1126,86539.1225
1127,65373.9345
1128,130995.9332
1129,7558.157321
1130,115912.7888
1131,72512.55406
1132,101723.9989
1133,2225.866783
1134,71327.80939
1135,87810.13125
1136,170736.9346
1137,16175.86402
1138,111967.9959
1139,119719.249
1140,99435.91953
1141,74452.29707
1142,100643.711
1143,88558.42351
1144,64546.12891
1145,132398.9192
1146,68913.76017
1147,76746.34961
1148,104557.7372
1149,89754.55112
1150,59986.72736
1151,117809.1653
1152,48339.38435
1153,62955.70683
1154,83662.36432
1155,135206.46
1156,70340.77058
1157,113801.9491
1158,86947.86703
1159,32214.29836
1160,121829.2291
1161,146939.8533
1162,101880.0221
1163,35032.09426
1164,84387.07665
1165,125278.2626
1166,63463.55924
1167,131860.8962
1168,73049.34623
1169,60147.78779
1170,32893.86264
1171,28037.3238
1172,98236.78273
1173,133368.9742
1174,95305.15679
1175,25827.45867
1176,119202.7842
1177,46851.55802
1178,71489.20397
1179,175524.4412
1180,48084.65313
1181,162683.7168
1182,41663.14822
1183,122207.1765
1184,103595.0496
1185,75000.80211
1186,91278.87795
1187,138311.854
1188,100035.4583
1189,46623.3088
1190,92757.2805
1191,33912.91842
1192,71849.88905
1193,32670.40469
1194,64981.65144
1195,100115.8697
1196,126106.4884
1197,148971.4306
1198,161728.782
1199,54040.86081
1200,99403.08517
1201,78089.58923
1202,72674.14125
1203,107143.0555
1204,24400.15493
1205,71546.84978
1206,131831.2381
1207,78869.06466
1208,135421.3089
1209,112863.5288
1210,65883.77816
1211,90789.64638
1212,11304.63783
1213,48667.94949
1214,162832.8773
1215,83902.90079
1216,145883.1387
1217,82367.55638
1218,65991.50321
1219,64430.00669
1220,162543.7044
1221,122600.8611
1222,81839.78979
1223,91011.49884
1224,83269.50353
1225,83337.35841
1226,42528.23673
1227,173678.0829
1228,52502.39906
1229,72070.38147
1230,53602.49758
1231,108182.6826
1232,111497.4478
1233,73380.72362
1234,91492.72621
1235,43918.0364
1236,118046.7137
1237,95155.55397
1238,106753.2346
1239,69858.92872
1240,114456.8807
1241,32335.08707
1242,150287.5054
1243,62550.10342
1244,160434.7273
1245,94735.66916
1246,47662.61671
1247,53376.32868
1248,72082.20117
1249,117189.3036
1250,102908.2548
1251,115810.0151
1252,54996.10451
1253,95465.86424
1254,45439.70335
1255,89878.40223
1256,-21270.27668
1257,105099.9097
1258,64662.39131
1259,154107.1784
1260,69865.46472
1261,131261.5251
1262,92026.89314
1263,142595.72
1264,117242.7747
1265,74444.17835
1266,146164.2217
1267,147324.8372
1268,83017.4952
1269,104541.1163
1270,169696.4959
1271,89014.47185
1272,101304.3213
1273,42245.47096
1274,144361.3517
1275,30075.18479
1276,82968.32972
1277,119839.3279
1278,61923.47335
1279,92678.43553
1280,92642.95285
1281,105224.4879
1282,117032.8719
1283,70098.82707
1284,54911.96336
1285,144290.3356
1286,92110.0193
1287,95705.00983
1288,95727.25416
1289,162512.4717
1290,134679.3357
1291,56919.52988
1292,88178.65312
1293,67050.22508
1294,89713.31156
1295,84403.73437
1296,96985.91704
1297,88194.17598
1298,104813.4854
1299,87550.73608
1300,132757.0289
1301,94968.16074
1302,155578.6081
1303,115363.9573
1304,61804.80959
1305,99835.65886
1306,46260.64973
1307,61868.5658
1308,97892.52501
1309,76661.4166
1310,145805.7945
1311,98174.17727
1312,128109.9307
1313,125028.2935
1314,95678.99948
1315,71747.06111
1316,124039.8238
1317,129337.7366
1318,130815.2393
1319,28474.31796
1320,135370.2926
1321,84121.35891
1322,96020.28429
1323,63810.35407
1324,91550.38508
1325,130307.0479
1326,152459.6694
1327,148685.5073
1328,107544.0696
1329,105491.8344
1330,134046.8309
1331,47970.79812
1332,80169.77925
1333,41585.59482
1334,101559.6763
1335,190445.0627
1336,130957.4897
1337,26259.71723
1338,78737.64261
1339,29532.53643
1340,63614.12667
1341,84740.55608
1342,85600.79716
1343,123081.9503
1344,98306.78072
1345,21122.96547
1346,124936.4878
1347,162045.7146
1348,148778.2602
1349,132892.4177
1350,25858.02811
1351,87324.76764
1352,102112.3694
1353,95889.07607
1354,67529.87501
1355,55946.01529
1356,37778.55575
1357,31841.00071
1358,61410.94314
1359,136823.4417
1360,102358.1746
1361,143762.4884
1362,69381.1948
1363,109103.9238
1364,137761.3705
1365,125826.1479
1366,109104.1026
1367,84155.36123
1368,179493.5779
1369,63486.7927
1370,86594.77529
1371,25562.17984
1372,107192.5814
1373,68965.75329
1374,130585.4245
1375,119478.9614
1376,40464.74072
1377,119745.357
1378,188224.1567
1379,96285.37493
1380,25449.01696
1381,93915.698
1382,104238.4133
1383,108243.8866
1384,128678.1435
1385,118484.1962
1386,72433.00137
1387,150581.3934
1388,124028.1077
1389,67093.94947
1390,127958.0877
1391,44761.216
1392,147943.6103
1393,115016.3764
1394,129776.1234
1395,123753.7739
1396,88639.87857
1397,32979.51988
1398,87462.13628
1399,143638.7991
1400,94864.38308
1401,85932.60635
1402,109142.1747
1403,40466.88723
1404,49326.8641
1405,138117.318
1406,166056.7029
1407,96181.73211
1408,118329.0779
1409,57884.86763
1410,107579.7419
1411,91788.53945
1412,67017.63433
1413,123568.3626
1414,17999.0808
1415,109236.1339
1416,90651.20579
1417,53758.39349
1418,9049.984074
1419,113724.0808
1420,85647.51359
1421,140265.8809
1422,123445.0118
1423,104558.1368
1424,72047.3078
1425,98880.33914
1426,131327.0226
1427,26443.57415
1428,107331.4595
1429,64614.357
1430,89176.26571
1431,103705.4191
1432,112847.3749
1433,124981.712
1434,66847.11706
1435,60015.91302
1436,67417.42977
1437,108017.8001
1438,-3986.591628
1439,68625.88067
1440,141256.0297
1441,89820.83561
1442,116327.1279
1443,72984.34227
1444,119461.1797
1445,77605.50173
1446,52864.23647
1447,100078.916
1448,194203.2714
1449,76563.77636
1450,116050.1836
1451,90837.56298
1452,186633.7619
1453,115659.244
1454,77707.79068
1455,105289.137
1456,118055.4396
1457,64732.36471
1458,66321.47947
1459,42351.15585
1460,73362.90057
1461,102874.0857
1462,109324.2792
1463,85783.84754
1464,14504.31296
1465,49841.74662
1466,30526.56175
1467,150373.7782
1468,155753.7992
1469,132658.1673
1470,81891.12189
1471,99163.71083
1472,32581.36704
1473,107635.5619
1474,115129.2152
1475,90941.94288
1476,71708.63372
1477,45543.1138
1478,51879.57536
1479,59333.54742
1480,150296.7598
1481,9187.56943
1482,114556.4769
1483,55951.38741
1484,123712.8758
1485,96004.35468
1486,65839.19314
1487,102318.9468
1488,112261.1189
1489,118968.513
1490,78226.67906
1491,79805.55447
1492,22976.4534
1493,161709.4971
1494,77072.94554
1495,69649.4374
1496,70786.07753
1497,111703.6373
1498,103278.525
1499,155877.3108
1500,75806.03365
1501,122359.3929
1502,124808.7953
1503,76298.72081
1504,79176.31639
1505,35117.32
1506,121179.8434
1507,90250.52191
1508,27730.87872
1509,153841.3492
1510,132412.2195
1511,39935.07703
1512,112976.2355
1513,106885.9325
1514,223232.5383
1515,69730.84307
1516,52643.45555
1517,188702.1948
1518,106346.8234
1519,25450.16418
1520,80830.19139
1521,38804.86464
1522,57343.90295
1523,128944.0394
1524,41025.00354
1525,16421.44531
1526,83847.2707
1527,101021.8254
1528,14771.22787
1529,81159.23841
1530,123093.1696
1531,98757.03064
1532,99335.56162
1533,46029.75266
1534,137067.814
1535,82890.93709
1536,128604.102
1537,112666.0069
1538,21123.83922
1539,35137.36597
1540,76543.1875
1541,92590.26675
1542,128258.1049
1543,71810.68344
1544,156056.6946
1545,170949.8544
1546,104830.4213
1547,67960.47324
1548,144873.9806
1549,125298.3638
1550,36592.34405
1551,117314.1986
1552,101764.6764
1553,180747.7461
1554,93262.79825
1555,68282.81964
1556,21698.6127
1557,100716.73
1558,74661.6555
1559,55519.47828
1560,71293.99523
1561,108922.2018
1562,100816.993
1563,68117.92117
1564,55545.00487
1565,126603.7262
1566,31264.70193
1567,158652.3279
1568,68405.93852
1569,47549.77964
1570,123896.3453
1571,98587.45634
1572,150219.4742
1573,111195.5811
1574,43264.16984
1575,30927.68463
1576,81423.49877
1577,132109.0624
1578,67397.11238
1579,56045.19976
1580,112091.1404
1581,81783.53879
1582,-1928.479131
1583,130147.1258
1584,70523.26205
1585,65645.33389
1586,47949.28227
1587,105448.4908
1588,99578.96893
1589,85868.32588
1590,50269.81656
1591,93919.95015
1592,52798.77835
1593,134309.3693
1594,144913.122
1595,65586.46225
1596,138710.9562
1597,150266.2888
1598,102193.1104
1599,58963.48132
1600,88718.09307
1601,-1440.788841
1602,118458.9573
1603,75319.63386
1604,75544.27599
1605,27616.97271
1606,71369.11933
1607,195217.3363
1608,46323.96434
1609,16564.04588
1610,163620.59
1611,67292.58189
1612,72527.49449
1613,110710.8848
1614,106961.6953
1615,106141.0459
1616,63307.24543
1617,78722.49761
1618,59670.27142
1619,86635.91053
1620,53416.99076
1621,89042.24751
1622,80877.85848
1623,169248.3173
1624,87930.44531
1625,52430.7055
1626,77617.1174
1627,25091.01019
1628,127443.6604
1629,13630.86178
1630,19118.55522
1631,100630.7669
1632,123249.7265
1633,142602.9436
1634,98549.02269
1635,128439.7519
1636,47553.29038
1637,29877.30525
1638,161867.2883
1639,73483.59
1640,136413.2318
1641,87414.82452
1642,122566.0968
1643,97831.75505
1644,64689.38072
1645,81947.93864
1646,141353.7487
1647,90711.03192
1648,129432.6178
1649,135433.62
1650,61388.37567
1651,132316.4335
1652,76260.12001
1653,113576.2335
1654,30753.191
1655,69550.57841
1656,133044.8525
1657,52606.08196
1658,99131.90603
1659,19161.87254
1660,151049.4612
1661,122877.8431
1662,65432.12765
1663,66251.81902
1664,39554.4254
1665,99901.20403
1666,137468.3441
1667,142370.6637
1668,131286.2322
1669,139790.0357
1670,96636.1265
1671,126594.8423
1672,82448.71575
